id,nama_lokasi,provider,alamat,kabupaten_kota,provinsi,latitude,longitude,type_charge,watt,jumlah_charger,jumlah_konektor,nama_chargerbox
1816,SPKLU CENTER UP3 YOGYAKARTA,Other/General,"Jl. Gedongkuning No.3, Tegal Tandan, Banguntapan, Kec. Banguntapan, Kabupaten Bantul, Daerah Istimewa Yogyakarta 55198",Kab Bantul,DI Yogyakarta,-7.810381,110.403557,ultrafast,200 kW,4,2,3. Teison DC 200 kW
1816,SPKLU CENTER UP3 YOGYAKARTA,Other/General,"Jl. Gedongkuning No.3, Tegal Tandan, Banguntapan, Kec. Banguntapan, Kabupaten Bantul, Daerah Istimewa Yogyakarta 55198",Kab Bantul,DI Yogyakarta,-7.810381,110.403557,ultrafast,200 kW,4,2,4. Teison DC 120 kW
1817,SPKLU BYD ARISTA PALEMBANG,Other/General,"Jl. Demang Lebar Daun No.69A, Demang Lebar Daun, Kec. Ilir Bar. I, Kota Palembang, Sumatera Selatan 30151",Kota Palembang,Sumatera Selatan,-2.968342,104.733898,ultrafast,120 kW,1,2,DC Charger 120 kW
1818,SPKLU Apartemen Maple Park,Other/General,"Sunter Agung, Jkt Utara, Daerah Khusus IbuKota Jakarta Pusat",Kota ADM Jakarta Utara,DKI Jakarta ,-6.149454,106.857913,medium,22 kW,2,1,1. Teison 22 KW
1818,SPKLU Apartemen Maple Park,Other/General,"Sunter Agung, Jkt Utara, Daerah Khusus IbuKota Jakarta Pusat",Kota ADM Jakarta Utara,DKI Jakarta ,-6.149454,106.857913,medium,22 kW,2,1,2. Teison 22 KW
1819,SPKLU Kopi Insight,Other/General,"Jl. Raya Jatiasih, RT.003/RW.04, Jatirasa, Kec. Jatiasih, Kota Bekasi, Jawa Barat 17424",Kota Bekasi,Jawa Barat,-6.289718,106.966749,medium,22 kW,2,1,1. CS AC Charger
1819,SPKLU Kopi Insight,Other/General,"Jl. Raya Jatiasih, RT.003/RW.04, Jatirasa, Kec. Jatiasih, Kota Bekasi, Jawa Barat 17424",Kota Bekasi,Jawa Barat,-6.289718,106.966749,medium,22 kW,2,1,2. CS AC Charger
1820,SPKLU Hotel Bahari INN Tegal,Other/General,"Jl. Dr. Wahidin Sudirohusodo No.1, Pesurungan Kidul, Kec. Tegal Barat Kota Tegal, Jawa Tengah 52117",Kota Tegal,Jawa Tengah,-6.870507,109.11776,medium,22 kW,1,1,Teison 22 KW
1821,SPKLU Energi Lasumi Alus,Other/General,"Jl. AH. Nasution No.114, Cisaranten Bina Harapan, Kec. Arcamanik, Kota Bandung, Jawa Barat 40294",Kota Bandung,Jawa Barat,-6.904819,107.674011,fast,60 kW,3,2,1. CS Energy DC 60 kW
1821,SPKLU Energi Lasumi Alus,Other/General,"Jl. AH. Nasution No.114, Cisaranten Bina Harapan, Kec. Arcamanik, Kota Bandung, Jawa Barat 40294",Kota Bandung,Jawa Barat,-6.904819,107.674011,fast,60 kW,3,2,2. CS Energy DC 60 kW
1821,SPKLU Energi Lasumi Alus,Other/General,"Jl. AH. Nasution No.114, Cisaranten Bina Harapan, Kec. Arcamanik, Kota Bandung, Jawa Barat 40294",Kota Bandung,Jawa Barat,-6.904819,107.674011,fast,60 kW,3,1,3. CS Energy DC 30 kW
1822,SPKLU PABERIK BADJOE,Other/General,"Jl. Soekarno-Hatta No. 573, Gumuruh, Kec. Batununggal Kota Bandung Jawa Barat",Kota Bandung,Jawa Barat,-6.945709,107.638621,standard,11 kW,1,1,Delta AC Max
1823,SPKLU EVCITY HAYAM WURUK,Evcity,Jl Hayam Wuruk No 266 Denpasar,Kota Denpasar,Bali,-8.668658,115.243058,ultrafast,120 kW,2,2,1. EV City DC 120 kW
1823,SPKLU EVCITY HAYAM WURUK,Evcity,Jl Hayam Wuruk No 266 Denpasar,Kota Denpasar,Bali,-8.668658,115.243058,ultrafast,120 kW,2,2,2. EV City DC 120 kW
1824,SPKLU Kementerian Perindustrian,Other/General,"Jl. Gatot Subroto No.Kav. 52-53, RT.1/RW.4, Kuningan Tim., Kecamatan Setiabudi, Kota Jakarta Selatan, Daerah Khusus IbuKota Jakarta Pusat 12950",Kota ADM Jakarta Selatan,DKI Jakarta ,-6.238055,106.831072,medium,22 kW,3,1,1. Teison 22 KW
1824,SPKLU Kementerian Perindustrian,Other/General,"Jl. Gatot Subroto No.Kav. 52-53, RT.1/RW.4, Kuningan Tim., Kecamatan Setiabudi, Kota Jakarta Selatan, Daerah Khusus IbuKota Jakarta Pusat 12950",Kota ADM Jakarta Selatan,DKI Jakarta ,-6.238055,106.831072,medium,22 kW,3,1,2. Teison 22 KW
1824,SPKLU Kementerian Perindustrian,Other/General,"Jl. Gatot Subroto No.Kav. 52-53, RT.1/RW.4, Kuningan Tim., Kecamatan Setiabudi, Kota Jakarta Selatan, Daerah Khusus IbuKota Jakarta Pusat 12950",Kota ADM Jakarta Selatan,DKI Jakarta ,-6.238055,106.831072,medium,22 kW,3,1,3. Teison 22 KW
1825,SPKLU BYD ARISTA PEKANBARU,Other/General,"Jl. Jend. Sudirman No.200, Tangkerang Tengah, Kec. Marpoyan Damai, Kota Pekanbaru, Riau 28125",Kota Pekanbaru,Riau,0.492333,101.454352,ultrafast,120 kW,1,2,DC Charger 120 kW
1826,SPKLU HVT ITC PERMATA HIJAU,HVT,"Jl. Arteri Permata Hijau No.11, RT.11/RW.10, Grogol Utara, Kec. Kebayoran Lama, Kota Jakarta Selatan, Daerah Khusus IbuKota Jakarta Pusat 12210",Kota ADM Jakarta Selatan,DKI Jakarta ,-6.221064,106.783343,ultrafast,200 kW,2,2,1. Teison DC 200 kW
1826,SPKLU HVT ITC PERMATA HIJAU,HVT,"Jl. Arteri Permata Hijau No.11, RT.11/RW.10, Grogol Utara, Kec. Kebayoran Lama, Kota Jakarta Selatan, Daerah Khusus IbuKota Jakarta Pusat 12210",Kota ADM Jakarta Selatan,DKI Jakarta ,-6.221064,106.783343,ultrafast,200 kW,2,2,2. Teison DC 200 kW
1827,SPKLU Apartemen L'Avenue MC,Other/General,"Jl. Raya Pasar Minggu No.Kav.16, RT.7/RW.9, Pancoran, Jakarta Selatan, DKI Jakarta 12780",Kota ADM Jakarta Selatan,DKI Jakarta ,-6.24866,106.843151,medium,22 kW,3,1,1. Chargecore AC-22
1827,SPKLU Apartemen L'Avenue MC,Other/General,"Jl. Raya Pasar Minggu No.Kav.16, RT.7/RW.9, Pancoran, Jakarta Selatan, DKI Jakarta 12780",Kota ADM Jakarta Selatan,DKI Jakarta ,-6.24866,106.843151,medium,22 kW,3,1,2. Chargecore AC-22
1827,SPKLU Apartemen L'Avenue MC,Other/General,"Jl. Raya Pasar Minggu No.Kav.16, RT.7/RW.9, Pancoran, Jakarta Selatan, DKI Jakarta 12780",Kota ADM Jakarta Selatan,DKI Jakarta ,-6.24866,106.843151,medium,22 kW,3,1,3. Chargecore AC-22
1828,SPKLU PLN ULP SILUNGKANG,SPKLU PLN,"Jl. Lintas Sumatera, Muaro Kalaban, Kec. Silungkang, Kota Sawahlunto, Sumatera Barat 27416",Kota Sawahlunto,Sumatera Barat,-0.712983,100.787563,standard,7 kW,1,1,Altro AC Charger
1829,SPKLU Arthamas JRP,Other/General,"Jl. Boulevard Bintaro Jaya, Parigi, Kota Tangerang Selatan, Banten",Kota Tangerang Selatan,Banten,-6.272837,106.699933,ultrafast,120 kW,2,2,1. BENY DC 120 KW
1829,SPKLU Arthamas JRP,Other/General,"Jl. Boulevard Bintaro Jaya, Parigi, Kota Tangerang Selatan, Banten",Kota Tangerang Selatan,Banten,-6.272837,106.699933,ultrafast,120 kW,2,2,2. BENY DC 120 KW
1830,SPKLU Arthamas BiiFest,Other/General,"Jl. Boulevard Bintaro Jaya, Parigi, Kota Tangerang Selatan, Banten",Kota Tangerang Selatan,Banten,-6.267261,106.691157,ultrafast,120 kW,1,2,BENY DC 120 KW
1831,SPKLU PLN ULP PAINAN,SPKLU PLN,"Jl. Prof. DR. Hamka No.1, Painan, Kec. Iv Jurai, Kabupaten Pesisir Selatan, Sumatera Barat 25651",Kab Pesisir Selatan,Sumatera Barat,-1.34812,100.582563,standard,7 kW,1,1,Altro AC Charger
1832,SPKLU PLN ULP SUNGAI RUMBAI,SPKLU PLN,"Sungai Rumbai, Kabupaten Dharmasraya, Sumatera Barat",Kab Dharmasraya,Sumatera Barat,-1.21437,101.736376,standard,7 kW,1,1,Altro AC Charger
1833,SPKLU ALVACHARGE 120 kW RA KM 228 A RUAS KANCI - PEJAGAN,Alvacharge,"Jl. Tol Kanci - Pejagan No.KM 228A, Jatirenggang, Kec. Pabuaran, Kabupaten Cirebon, Jawa Barat 45188",Kab Cirebon,Jawa Barat,-6.881331,108.7027781,ultrafast,120 kW,1,2,1. CS Energy DC 120 kW
1834,SPKLU CSE PLN UP3 BANDUNG,SPKLU PLN,JL Soekarno Hatta No.436 Bandung,Kota Bandung,Jawa Barat,-6.948859,107.611765,ultrafast,120 kW,2,2,1. CS Energy DC 120 kW
1834,SPKLU CSE PLN UP3 BANDUNG,SPKLU PLN,JL Soekarno Hatta No.436 Bandung,Kota Bandung,Jawa Barat,-6.948859,107.611765,ultrafast,120 kW,2,2,2. CS Energy DC 120 kW
1835,SPKLU CSE PLN UP3 Cirebon,SPKLU PLN,"Jl. Tuparev No.71, Sutawinangun, Kec. Kedawung, Kabupaten Cirebon, Jawa Barat 45153",Kota Cirebon,Jawa Barat,-6.71115,108.540256,ultrafast,120 kW,3,2,1. CS Energy DC 120 kW
1835,SPKLU CSE PLN UP3 Cirebon,SPKLU PLN,"Jl. Tuparev No.71, Sutawinangun, Kec. Kedawung, Kabupaten Cirebon, Jawa Barat 45153",Kota Cirebon,Jawa Barat,-6.71115,108.540256,ultrafast,120 kW,3,2,2. CS Energy DC 120 kW
1835,SPKLU CSE PLN UP3 Cirebon,SPKLU PLN,"Jl. Tuparev No.71, Sutawinangun, Kec. Kedawung, Kabupaten Cirebon, Jawa Barat 45153",Kota Cirebon,Jawa Barat,-6.71115,108.540256,ultrafast,120 kW,3,2,3. CS Energy DC 120 kW
1836,SPKLU HVT ONE STOP CHARGING STATION SURAPATI,HVT,"Jl. Surapati No. 36, Cihaur Geulis, Kec. Cibeunying Kaler, Kota Bandung Jawa Barat 40122",Kota Bandung,Jawa Barat,-6.898728,107.621305,fast,60 kW,2,3,1. Teison DC 60 KW
1836,SPKLU HVT ONE STOP CHARGING STATION SURAPATI,HVT,"Jl. Surapati No. 36, Cihaur Geulis, Kec. Cibeunying Kaler, Kota Bandung Jawa Barat 40122",Kota Bandung,Jawa Barat,-6.898728,107.621305,fast,60 kW,2,3,2. Teison DC 60 KW
1837,SPKLU Griya Inti Sentosa 2,Other/General,"Jl. Griya Agung RW.020 Sunter Agung, Kecamatan Tanjung Priok, Jakarta Utara 14350",Kota ADM Jakarta Utara,DKI Jakarta ,-6.136873,106.855791,medium,22 kW,1,1,Teison 22 KW
1838,SPKLU Center Surabaya,Other/General,"Jl. Ngagel Tim. No.14, Pucang Sewu, Kec. Gubeng, Surabaya, Jawa Timur 60283",Kota Surabaya,Jawa Timur,-7.288724,112.750199,ultrafast,200 kW,6,1,Chargecore AC-22
1838,SPKLU Center Surabaya,Other/General,"Jl. Ngagel Tim. No.14, Pucang Sewu, Kec. Gubeng, Surabaya, Jawa Timur 60283",Kota Surabaya,Jawa Timur,-7.288724,112.750199,ultrafast,200 kW,6,2,1. CS DC Charger
1838,SPKLU Center Surabaya,Other/General,"Jl. Ngagel Tim. No.14, Pucang Sewu, Kec. Gubeng, Surabaya, Jawa Timur 60283",Kota Surabaya,Jawa Timur,-7.288724,112.750199,ultrafast,200 kW,6,2,2. CS DC Charger
1838,SPKLU Center Surabaya,Other/General,"Jl. Ngagel Tim. No.14, Pucang Sewu, Kec. Gubeng, Surabaya, Jawa Timur 60283",Kota Surabaya,Jawa Timur,-7.288724,112.750199,ultrafast,200 kW,6,2,1. Delta DC 200 kW City Charger
1838,SPKLU Center Surabaya,Other/General,"Jl. Ngagel Tim. No.14, Pucang Sewu, Kec. Gubeng, Surabaya, Jawa Timur 60283",Kota Surabaya,Jawa Timur,-7.288724,112.750199,ultrafast,200 kW,6,2,2. Delta DC 200 kW City Charger
1838,SPKLU Center Surabaya,Other/General,"Jl. Ngagel Tim. No.14, Pucang Sewu, Kec. Gubeng, Surabaya, Jawa Timur 60283",Kota Surabaya,Jawa Timur,-7.288724,112.750199,ultrafast,200 kW,6,1,Zerova 22 KW
1839,SPKLU BYD ARISTA LAMPUNG,Other/General,"Jl. H. Mena No. 98 Hajimena, Kec. Natar, Kab. Lampung Selatan, Lampung 35145",Kab Lampung Selatan,Lampung,-5.351312,105.218204,fast,60 kW,1,2,DC Charger 60 kW
1840,SPKLU GRAND CITYHUB HOTEL,Other/General,JL Jenderal Basuki Rahmat No. 56 Kec Klojen Kota Malang,Kota Malang,Jawa Timur,-7.97709,112.6296,fast,50 kW,1,2,Chargecore DC-50
1841,SPKLU PLN ULP KAYU ARO,SPKLU PLN,"Jl. Lingkungan Rumah Dinas Ketua DPRD, Batang Barus, Kec. Gn. Talang, Kabupaten Solok, Sumatera Barat 27365",Kab Solok,Sumatera Barat,-0.960137,100.611359,standard,7 kW,1,1,Altro AC Charger
1842,SPKLU HVT Hotel Mikie Holiday Berastagi,HVT,"Jl. Jamin Ginting, Sempajaya, Kec. Berastagi, Kabupaten Karo, Sumatera Utara 22152",Kab Karo,Sumatera Utara,3.20099,98.52538,fast,60 kW,1,3,Free Standing DC Fast Charger
1843,SPKLU PLN ULP KOTO TUO,SPKLU PLN,"Padang Lua, Banuhampu, Agam Regency, West Sumatra 26181",Kab Agam,Sumatera Barat,-0.343194,100.3762,standard,7 kW,1,1,Altro AC Charger
1844,SPKLU NISCALA ONE STOP CHARGING STATION SURAPATI,Other/General,"Jl. Surapati No.36, Cihaur Geulis, Kec. Cibeunying Kaler, Kota Bandung, Jawa Barat 40122",Kota Bandung,Jawa Barat,-6.898728,107.621305,ultrafast,120 kW,1,2,CS DC Charger
1845,SPKLU CSE HAYAM WURUK,Other/General,"Jl. Hayam Wuruk No.266, Renon, Denpasar Selatan, Kota Denpasar, Bali",Kota Denpasar,Bali,-8.668544,115.243085,ultrafast,120 kW,1,2,CS DC Charger
1846,SPKLU Hotel Forbis,Other/General,"Jl. Lingkar Selatan, Waringinkurung, Kec. Waringinkurung – Banten",Kab Serang,Banten,-6.04933,106.067066,medium,22 kW,2,1,Chargecore AC-22
1846,SPKLU Hotel Forbis,Other/General,"Jl. Lingkar Selatan, Waringinkurung, Kec. Waringinkurung – Banten",Kab Serang,Banten,-6.04933,106.067066,medium,22 kW,2,1,Chargecore AC-22
1847,SPKLU BTN Kanwil Jawa Barat,Other/General,"Jl. Raya Buah Batu No.194 RT.01 RW.02, Kelurahan Cijagra, Kecamatan Lengkong, Kota Bandung - Jawa Barat",Kota Bandung,Jawa Barat,-6.940122,107.625613,fast,60 kW,1,2,1. ABB Chargedot 60 kW
1848,SPKLU LAPAS KELAS 1 TANGERANG,Other/General,Jl Vetaran no.2 RT 03/11 Babakan Tangerang,Kota Tangerang,Banten,-6.185767,106.6403,medium,22 kW,2,1,Teison 22 KW
1848,SPKLU LAPAS KELAS 1 TANGERANG,Other/General,Jl Vetaran no.2 RT 03/11 Babakan Tangerang,Kota Tangerang,Banten,-6.185767,106.6403,medium,22 kW,2,1,Teison 22 KW
1849,SPKLU HVT HAYAM WURUK,HVT,"Jl. Hayam Wuruk No.266, Renon, Denpasar Selatan, Kota Denpasar, Bali",Kota Denpasar,Bali,-8.668544,115.243085,ultrafast,200 kW,1,2,Teison DC 200 kW
1850,SPKLU PLN UCI BENY SM GEELY CIBUBUR,SPKLU PLN,"GEELY SM GROUP CIBUBUR Jl. Alternatif Cibubur KM 8 No. 2, Cileungsi, Kec. Cileungsi, Kabupaten Bogor, Jawa Barat 16820",Kab Bogor,Jawa Barat,-6.3915989,106.9529614,ultrafast,120 kW,1,2,BENY DC 120 KW
1851,SPKLU Center Amanah Raharjo Rest Area KM 229 B Ruas Kanci - Pejagan,Other/General,"Jl. Tol Kanci - Pejagan No.KM 229B, Jatirenggang, Kec. Pabuaran, Kab. Cirebon, Jawa Barat",Kab Cirebon,Jawa Barat,-6.884592,108.708023,ultrafast,180 kW,5,2,1. BENY DC 180 KW
1851,SPKLU Center Amanah Raharjo Rest Area KM 229 B Ruas Kanci - Pejagan,Other/General,"Jl. Tol Kanci - Pejagan No.KM 229B, Jatirenggang, Kec. Pabuaran, Kab. Cirebon, Jawa Barat",Kab Cirebon,Jawa Barat,-6.884592,108.708023,ultrafast,180 kW,5,2,2. BENY DC 180 KW
1851,SPKLU Center Amanah Raharjo Rest Area KM 229 B Ruas Kanci - Pejagan,Other/General,"Jl. Tol Kanci - Pejagan No.KM 229B, Jatirenggang, Kec. Pabuaran, Kab. Cirebon, Jawa Barat",Kab Cirebon,Jawa Barat,-6.884592,108.708023,ultrafast,180 kW,5,2,1. BENY DC 120 KW
1851,SPKLU Center Amanah Raharjo Rest Area KM 229 B Ruas Kanci - Pejagan,Other/General,"Jl. Tol Kanci - Pejagan No.KM 229B, Jatirenggang, Kec. Pabuaran, Kab. Cirebon, Jawa Barat",Kab Cirebon,Jawa Barat,-6.884592,108.708023,ultrafast,180 kW,5,2,2. BENY DC 120 KW
1851,SPKLU Center Amanah Raharjo Rest Area KM 229 B Ruas Kanci - Pejagan,Other/General,"Jl. Tol Kanci - Pejagan No.KM 229B, Jatirenggang, Kec. Pabuaran, Kab. Cirebon, Jawa Barat",Kab Cirebon,Jawa Barat,-6.884592,108.708023,ultrafast,180 kW,5,2,3. BENY DC 120 KW
1852,SPKLU Center Niscala Rest Area KM 229 B Ruas Kanci - Pejagan,Other/General,"Jl. Tol Kanci - Pejagan No.KM 229B, Jatirenggang, Kec. Pabuaran, Kab. Cirebon, Jawa Barat",Kab Cirebon,Jawa Barat,-6.884346,108.707599,fast,60 kW,2,2,1. CS Energy DC 60 kW
1852,SPKLU Center Niscala Rest Area KM 229 B Ruas Kanci - Pejagan,Other/General,"Jl. Tol Kanci - Pejagan No.KM 229B, Jatirenggang, Kec. Pabuaran, Kab. Cirebon, Jawa Barat",Kab Cirebon,Jawa Barat,-6.884346,108.707599,fast,60 kW,2,2,2. CS Energy DC 60 kW
1853,SPKLU EVCITY CENTER UP3 YOGYAKARTA,Evcity,"Jl. Gedongkuning No.3, Tegal Tandan, Banguntapan, Kec. Banguntapan, Kabupaten Bantul, Daerah Istimewa Yogyakarta 55198",Kab Bantul,DI Yogyakarta,-7.810381,110.403557,ultrafast,120 kW,1,2,EV City DC 120 kW
1854,SPKLU ALVACHARGE 60 kW RA KM 229 B RUAS KANCI - PEJAGAN,Alvacharge,"Jl. Tol Kanci - Pejagan No.KM 229B, Jatirenggang, Kec. Pabuaran, Kab. Cirebon, Jawa Barat",Kab Cirebon,Jawa Barat,-6.884346,108.707599,fast,60 kW,1,2,CS Energy DC 60 kW
1855,SPKLU SPBU CIWANDAN,Other/General,"Jl Lingkar Selatan, Kepuh, Kec Ciwandan, Kota Cilegon, Banten",Kota Cilegon,Banten,-6.028174,105.963504,medium,22 kW,2,1,1. Teison 22 KW
1855,SPKLU SPBU CIWANDAN,Other/General,"Jl Lingkar Selatan, Kepuh, Kec Ciwandan, Kota Cilegon, Banten",Kota Cilegon,Banten,-6.028174,105.963504,medium,22 kW,2,1,2. Teison 22 KW
1856,SPKLU BTN CABANG CIBUBUR SALES CENTER,Other/General,"Jl. Alternatif Cibubur No.KM. 6, Nagrak, Kec. Gn. Putri, Kabupaten Bogor, Jawa Barat 16967",Kab Bogor,Jawa Barat,-6.385731,106.937607,fast,60 kW,1,2,ABB Chargedot 60 kW
1857,Green SPKLU Pattimura Airport,Other/General,"Jl. Dr. Leimena, Laha, Kec. Tlk. Ambon, Kota Ambon, Maluku 97236",Kota Ambon,Maluku,-3.704316,128.089548,standard,7 kW,1,1,AC Mini Plus
1858,SPKLU NISCALA 120 kW RA KM 228 A RUAS KANCI - PEJAGAN,Other/General,"Jl. Tol Kanci - Pejagan No.KM 228A, Jatirenggang, Kec. Pabuaran, Kabupaten Cirebon, Jawa Barat 45188",Kab Cirebon,Jawa Barat,-6.881331,108.7027781,ultrafast,120 kW,1,2,2. CS Energy DC 120 kW
1859,SPKLU Mahkamah Konstitusi,Other/General,"Jl. Medan Merdeka Barat No.6, RT.2/RW.3, Gambir, Kecamatan Gambir, Kota Jakarta Pusat, Daerah Khusus IbuKota Jakarta Pusat 10110",Kota ADM Jakarta Pusat,DKI Jakarta ,-6.173225,106.822479,medium,22 kW,2,1,1. Teison 22 KW
1859,SPKLU Mahkamah Konstitusi,Other/General,"Jl. Medan Merdeka Barat No.6, RT.2/RW.3, Gambir, Kecamatan Gambir, Kota Jakarta Pusat, Daerah Khusus IbuKota Jakarta Pusat 10110",Kota ADM Jakarta Pusat,DKI Jakarta ,-6.173225,106.822479,medium,22 kW,2,1,2. Teison 22 KW
1860,SPKLU CLUSTER ROME,Other/General,"Jl. Rome RT 17, Kapuk Muara, Kecamatan Penjaringan, Jakarta Utara, Daerah Khusus IbuKota Jakarta Pusat 14460",Kota ADM Jakarta Utara,DKI Jakarta ,-6.110274,106.764519,medium,22 kW,2,1,1. Teison 22 KW
1860,SPKLU CLUSTER ROME,Other/General,"Jl. Rome RT 17, Kapuk Muara, Kecamatan Penjaringan, Jakarta Utara, Daerah Khusus IbuKota Jakarta Pusat 14460",Kota ADM Jakarta Utara,DKI Jakarta ,-6.110274,106.764519,medium,22 kW,2,1,2. Teison 22 KW
1861,SPKLU PLN Mall Pelayanan Publik Kabupaten Sumedang,SPKLU PLN,"Jl. Prabu Geusan Ulun No.36, Regol Wetan, Kec. Sumedang Sel., Kabupaten Sumedang, Jawa Barat 45311",Kab Sumedang,Jawa Barat,-6.860387,107.920549,medium,22 kW,1,1,Teison 22 KW
1862,SPKLU EVCITY KEMENTRIAN PERDAGANGAN,Evcity,"Jl. M.I. Ridwan Rais No.5 7, RT.7/RW.1, Gambir, Kecamatan Gambir, Kota Jakarta Pusat, Daerah Khusus IbuKota Jakarta Pusat 10110",Kota ADM Jakarta Pusat,DKI Jakarta ,-6.181202,106.832936,ultrafast,120 kW,3,2,1. EV City DC 120 kW
1862,SPKLU EVCITY KEMENTRIAN PERDAGANGAN,Evcity,"Jl. M.I. Ridwan Rais No.5 7, RT.7/RW.1, Gambir, Kecamatan Gambir, Kota Jakarta Pusat, Daerah Khusus IbuKota Jakarta Pusat 10110",Kota ADM Jakarta Pusat,DKI Jakarta ,-6.181202,106.832936,ultrafast,120 kW,3,2,2. EV City DC 120 kW
1862,SPKLU EVCITY KEMENTRIAN PERDAGANGAN,Evcity,"Jl. M.I. Ridwan Rais No.5 7, RT.7/RW.1, Gambir, Kecamatan Gambir, Kota Jakarta Pusat, Daerah Khusus IbuKota Jakarta Pusat 10110",Kota ADM Jakarta Pusat,DKI Jakarta ,-6.181202,106.832936,ultrafast,120 kW,3,2,3. EV City DC 120 kW
1863,SPKLU HVT PLN UID JAKARTA RAYA,SPKLU PLN,"Jl. M.I. Ridwan Rais No.1, Gambir",Kota ADM Jakarta Pusat,DKI Jakarta ,-6.18039,106.833191,ultrafast,200 kW,1,2,Teison DC 200 kW
1864,SPKLU EVCITY PLN UID BANTEN,SPKLU PLN,"Jl Jendral Sudirman No.1, Babakan, Sukasari, Tangerang, Banten",Kota Tangerang,Banten,-6.184244,106.642654,ultrafast,120 kW,1,2,EV City DC 120 kW
1865,SPKLU CENTER HVT PLN UP3 BULUNGAN,SPKLU PLN,Jalan Sisingamangaraja No.1,Kota ADM Jakarta Selatan,DKI Jakarta ,-6.2394543,106.7976895,ultrafast,120 kW,1,2,Teison DC 120 kW
1866,SPKLU NISCALA PLN TANJUNG PRIOK,SPKLU PLN,"l. Yos Sudarso No.30, RT.19/RW.5, Sunter Jaya, Kec. Tj. Priok, Jkt Utara, Daerah Khusus IbuKota Jakarta Pusat 14360",Kota ADM Jakarta Utara,DKI Jakarta ,-6.121191,106.893027,ultrafast,120 kW,1,2,CS Energy DC 120 kW
1867,SPKLU NISCALA PLN UID JAKARTA RAYA,SPKLU PLN,"Jl. M.I. Ridwan Rais No.1, Gambir",Kota ADM Jakarta Pusat,DKI Jakarta ,-6.18039,106.833191,ultrafast,120 kW,1,2,CS Energy DC 120 kW
1868,SPKLU ZORA PLN UID JAKARTA RAYA,SPKLU PLN,"Jl. M.I. Ridwan Rais No.1, Gambir",Kota ADM Jakarta Pusat,DKI Jakarta ,-6.18039,106.833191,ultrafast,120 kW,1,2,Zora EDC 120
1869,SPKLU DAYA+ PLN UP3 CEMPAKA PUTIH,SPKLU PLN,"Jl. Jenderal Ahmad Yani No.15 Kav.60, RT.15/RW.3, Cemp. Putih Tim., Kec. Cemp. Putih, Kota Jakarta Pusat, Daerah Khusus IbuKota Jakarta Pusat 10640",Kota ADM Jakarta Pusat,DKI Jakarta ,-6.181423,106.87529,ultrafast,180 kW,2,2,CS Energy DC 120 kW
1869,SPKLU DAYA+ PLN UP3 CEMPAKA PUTIH,SPKLU PLN,"Jl. Jenderal Ahmad Yani No.15 Kav.60, RT.15/RW.3, Cemp. Putih Tim., Kec. Cemp. Putih, Kota Jakarta Pusat, Daerah Khusus IbuKota Jakarta Pusat 10640",Kota ADM Jakarta Pusat,DKI Jakarta ,-6.181423,106.87529,ultrafast,180 kW,2,2,CS Energy DC 180 kW
1870,SPKLU DAYA+ PLN UP3 KEBON JERUK,SPKLU PLN,"Jl. HOS Cokroaminoto Jl. Ciledug Raya No.1, RT.001/RW.002, Cipadu, Kec. Larangan, Kota Tangerang, Banten 15155",Kota Tangerang,Banten,-6.234548,106.738352,ultrafast,120 kW,1,2,CS Energy DC 120 kW
1871,SPKLU NISCALA PLN UP3 BANDENGAN,SPKLU PLN,"Jl. Bandengan Utara Raya No.79, RW.16, Penjaringan, Jakarta Utara",Kota ADM Jakarta Utara,DKI Jakarta ,-6.136481,106.797052,ultrafast,120 kW,1,2,CS Energy DC 120 kW
1872,SPKLU HOTEL MAHALAYA,Other/General,"Jl. Letjen S. Parman No.32, Setabelan, Kec. Banjarsari, Kota Surakarta, Jawa Tengah 57133",Kab Sukoharjo,Jawa Tengah,-7.561793,110.82429,medium,22 kW,1,1,Chargecore AC-22
1873,SPKLU EVCITY RS POLRI,Evcity,"Jl. RS Polri No 5, Kramat Jati, Kec. Kramat Jati, Kota Jakarta Timur, Daerah Khusus IbuKota Jakarta Pusat 13610",Kota ADM Jakarta Timur,DKI Jakarta ,-6.269289,106.87115,fast,60 kW,2,2,1. EV City DC 50 kW
1873,SPKLU EVCITY RS POLRI,Evcity,"Jl. RS Polri No 5, Kramat Jati, Kec. Kramat Jati, Kota Jakarta Timur, Daerah Khusus IbuKota Jakarta Pusat 13610",Kota ADM Jakarta Timur,DKI Jakarta ,-6.269289,106.87115,fast,60 kW,2,2,2. EV City DC 50 kW
1874,SPKLU EVCITY Grand Waterfront Agung Sedayu,Evcity,"Jl. Sedayu Boulevard Raya, Kelapa Gading Timur, Kec. Klp. Gading, Kota Jakarta Timur, Daerah Khusus IbuKota Jakarta Pusat 13920",Kota ADM Jakarta Timur,DKI Jakarta ,-6.166306,106.923139,ultrafast,120 kW,1,2,EV City DC 120 kW
1875,SPKLU DAYA+ UID BANTEN,Daya+,"Jl Jend Soedirman No 1, Sukasari, Kota Tangerang, Banten",Kota Tangerang,Banten,-6.184265,106.64269,ultrafast,120 kW,1,2,CS Energy DC 120 kW
